Country Name,Indicator,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Libya,GDP,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28901836158,31995012469,33881392045,30657030223,28607921929,25544128199,27884615385,30698633109,27249786142,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81873662519,65502870174,41142722414,27842131480,26197143268,37883243650,52607888718,52091152228,25418461532
St. Lucia,GDP,LCA,,,,,,,,,,,,,,,,,,,,,170370370.4,194444444.4,183333333.3,197037037,251481481.5,284444444.4,340000000,375555555.6,429629629.6,486666666.7,579629629.6,613703703.7,674074074.1,684814814.8,713703703.7,762962963,788888888.9,805925925.9,877407407.4,921851851.9,932592592.6,892592592.6,900000000,987407407.4,1066666667,1135555556,1268319185,1336088815,1437731111,1401507889,1486758037,1576988407,1605146778,1664816741,1755130815,1808079889,1865375222,1999090407,2065875074,2122450630,1703364241
Latin America & Caribbean,GDP,LCN,81638028984,86436080980,98871069647,99782986906,111196571023,118543762797,130018786561,133444341318,143726771478,160953009422,175225843580,195788092691,219934451615,288056369996,374364538813,392017900060,435509808418,478660634232,543428412854,647873603486,780427006343,899940828428,839557761411,740054418653,747287229484,769755073623,775394996986,818560937036,922939137472,1007516225938,1179229545995,1450630691100,1371299026834,1576682379306,1801896984743,1921465225146,2079144228861,2279345518796,2300016231503,2075192689275,2292011373349,2242095538196,2011716131350,2054633763696,2367924505668,2863194548989,3355801458678,3953421178734,4594224315148,4318151615710,5353286944765,6087109736035,6150482735240,6303075413750,6426707723032,5371072097322,5249073639480,5830001836277,5696061473289,5619246371906,4698073131922
Least developed countries: UN classification,GDP,LDC,,,,,,,,,,,,,,,,,,,,,110568180760,111995694697,111552080214,105001369815,104092333804,115333656420,125079097288,140068022539,145193564702,148441983527,156109246910,157622171309,146274512485,148804275681,137383612258,158096592109,173850042700,183329751531,187708295200,191745875502,215276830541,207872310671,228678826147,255987961858,292859245058,344124631816,402501535023,487561739803,598008187568,607871208264,692974657237,778014919562,819536770833,897682941917,969771719824,954060800665,953001836487,1041888572287,1077968208153,1133926935239,1132660428029
Low income,GDP,LIC,,,,,,,,,,,,,,,,,,,,,,73503645321,75875606793,73340986737,70992114120,74219017433,79211979936,85478830889,83611878279,82247876418,86386662554,86720790042,78244465850,79712773594,66657220384,75180078576,79441715857,84781620657,85010137824,85525196091,105441376227,98495865034,106375161832,117602624870,136110468230,159317246963,186833013045,228153186020,277168701305,285440129897,321330386793,342002061912,352915088366,385641047598,417388815415,416929968007,394760541146,407779689174,421205946505,445915900690,458347280642
Liechtenstein,GDP,LIE,,,,,,,,,,,90098330.67,104888628.2,124941925,165930611.7,193983720.5,246387479.2,272493879,303496276.3,436918176.7,503180670,534701915.6,511658690.6,522090331.5,524034109.9,502617355.4,529078995.6,779365167.6,1052843348,1161757671,1120000917,1421466240,1484152022,1631197909,1673104494,1948118228,2428461395,2504033252,2298410391,2479721341,2664026095,2483953103,2491822707,2688630823,3070691320,3454362686,3659251526,4000239273,4601299567,5081432924,4504549214,5082366478,5739977477,5456009385,6391735894,6657170923,6268391521,6237264055,6474256119,6839145107,,
Sri Lanka,GDP,LKA,1409873950,1444327731,1434156379,1240672269,1309747899,1698319328,1751470588,1859465021,1801344538,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091913884,15794972847,15656327860,16330814180,15749753805,16536535647,18881765437,20662525941,24405791045,28279814925,32350248411,40713812310,42066217872,56725749222,65292753005,68434409315,74317806538,79356449841,80604080689,82401038710,87421762729,87954272082,83975584254,80706600229
Lower middle income,GDP,LMC,88920589041,94061080940,95978572098,106797935822,120295398618,130034605859,119507696970,127684325888,137437481278,152857217106,169495147167,178579662169,194447529756,239310449012,319101464572,354421111044,394387950901,453803086785,500534658716,575424267039,698743246287,840698555835,865373581000,855544719096,844967750883,900243952106,957311939256,937264670739,955159946361,954620628861,1028174706721,967250771138,1025475127592,1033528534512,1114089904039,1264055343241,1406184872667,1437862957878,1318304965646,1424291847506,1498024214095,1531746222986,1641152542728,1885356842821,2184904551980,2540565157695,3016383180644,3710276424797,4196278697521,4265473284529,5187232128411,5906401101272,6195683414243,6307742047940,6561460119568,6439837796354,6722961960320,7241764591200,7336705281131,7729875233288,7328773718411
Low & middle income,GDP,LMY,333810987503,320143736046,333446009587,359124208050,403393292366,445145793586,460781210662,473180565525,499840627475,559758811876,613756170110,661389988155,740287324990,936576647804,1190361637949,1317972162802,1422932202741,1599188936929,1736569986901,2062969292251,2418464373395,2726830866875,2695825254701,2607437442247,2645720261517,2790012597473,2892660321514,2980296026498,3190726805531,3310675462586,3770852873212,3829329114734,3795814508975,4050538221885,4395450036037,4918610373079,5379687644975,5691715568508,5523232685039,5400170563688,5900605561575,5953186822074,6107433632545,6883811977770,8172171308248,9734611416578,11564061647344,14327973642522,17157954896291,16739871875869,20305826765146,24097217719628,25669278877920,27238315649307,28167546674516,26748396713229,26911687583041,29564146766074,31342532960990,32157407017557,30889091414805
Lesotho,GDP,LSO,34579308.41,35699286.01,41859162.82,47039059.22,51938961.22,54878902.42,56698866.02,59260814.78,61444771.1,65966680.67,68738625.23,76482102.91,80915831.92,121181556.2,150846210.4,149560513.9,147654093.8,193307267.7,266559337.6,290142517.8,431561376.5,434188034.2,348746822.6,386699308.9,333158476.2,268626912.5,318862888.4,402774852.7,470389179.7,495404888.1,596415104.5,704329192.8,831033941.1,835592802.3,878250450.6,1001889857,946123275.9,997996028.6,928458206,912771290.6,887295267.9,825706961.2,775780697.7,1157832935,1511236656,1682350935,1800105590,1682016947,1766825413,1740830511,2234731974,2579421686,2477702253,2367113170,2441053176,2359759799,2114323794,2306843529,2514146888,2366213069,1844510138
Late-demographic dividend,GDP,LTE,181720032485,167803011125,176048227331,190804972271,210484683632,234769043514,260674168776,263330066506,268810531846,300399233074,341254404900,379963772370,436026012169,553976858201,652415828825,716945071104,782244025698,908033507844,946057851817,1130409355835,1281360071207,1358265018317,1389686527309,1284088534385,1352015334612,1445294537915,1537128067725,1620211774520,1784898222634,1891338448967,2018401510244,2225699748774,2082751169160,2164187737170,2465998604552,3015164765421,3325596525974,3482127945639,3352073706100,3097031087460,3400948649671,3515261841990,3723957213903,4244167051364,5102942530322,6159795003094,7434697208899,9366746353887,11644350343664,11252897297554,13497041485102,16448934788876,17596379967794,18965335543033,19686702234079,18460523576708,18508529535003,20539793408237,22518480079503,22946196567115,22513184321976
Lithuania,GDP,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7867140395,8382519637,10118631852,11239547691,10971583945,11524776867,12237388002,14259781159,18781721376,22627507452,26097677572,30183575104,39697891352,47797551588,37388122046,37128694028,43535051482,42927454291,46523420074,48533659592,41418872976,43018087238,47640770634,53696648755,54639938780,55887271833
Luxembourg,GDP,LUX,703925705.9,704145671.4,741509480.8,791140595.8,903158753.9,921600736.3,968440149.5,974721762.5,1066447131,1234878981,1509155305,1572311184,1968733388,2701874353,3295860605,3233432050,3544268548,3922895892,4884868708,5711458448,6232005794,5231808996,4764549709,4683697830,4594891790,4738559685,6921264223,8614215019,9750161273,10391504914,13229247948,14321878323,16065740276,16486900653,18325790933,21588170498,21776609772,19731912494,20209122027,22235929043,21263514833,21272418792,23616328816,29557325056,34685281848,37347394603,42414308117,50888134410,55849686539,51370543206,53212476812,60004630234,56677961787,61739352212,66103853237,57744457955,60691483443,64023412340,70885325883,71104919108,73263982103
Latvia,GDP,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5785775813,5969114344,6521609001,7159169546,7525408359,7949253766,8351415939,9545172806,11749456401,14401882399,16959313006,21517445448,31004884421,35756225698,26317286628,23869752327,28374734038,28324787664,30436727789,31329367173,27239653844,28052325862,30383528686,34399206590,34055464655,33505185229
"Macao SAR, China",GDP,MAC,,,,,,,,,,,,,,,,,,,,,,,1142503775,1133008226,1304353237,1362079312,1532097040,1957726785,2288759545,2705659767,3246477995,3765226191,4914391079,5665570561,6311194302,7046110595,7176892950,7267563603,6797764075,6547629475,6774193548,6860272608,7371723056,8246521717,10643215078,12160002996,14874147024,18439876056,21027044551,21587740942,28241858489,36845925519,43189526778,51536304808,54903031138,45060237946,45085114633,50456765512,55302446578,55153707949,
St. Martin (French part),GDP,MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,GDP,MAR,2037150716,2025689537,2379606422,2657247327,2798339769,2948325264,2876395613,3046339295,3271415868,3651615453,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,21728770055,17788171722,17692341358,16251460689,14824728528,14991283216,19462175322,21765261042,25705296184,26314220188,30180108562,32285388165,33711069431,31655473664,35604137423,39030285468,43161452678,39147844526,41806219379,41632027600,38857251336,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041294874,92507257784,92897320376,93216746662,101370474295,98266306615,106825649872,110081248587,101179808076,103311649248,109682728023,118096227400,119700325462,112870591694
Monaco,GDP,MCO,,,,,,,,,,,293073868,327651488,402460333.2,523552815.1,563939670.7,711922994.3,735339911.9,811250927.4,1000535735,1209898293,1378130996,1205166025,1143229072,1092551781,1037314956,1082851076,1515209588,1839095595,2000674667,2010116851,2481316054,2480598884,2737192565,2574302409,2720310019,3130462610,3137673291,2840175545,2934498443,2906093757,2647885849,2718868306,2968987019,3601321065,4137913500,4203084194,4582988333,5867916781,6476490406,5451653237,5367625613,6088808463,5743029680,6555983530,7069616049,6261622101,6472990923,6431314957,7194024563,7423709840,
Moldova,GDP,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752979926,1695122174,1930081169,1698717505,1170782957,1288429392,1480673594,1661818168,1980907435,2598249556,2988348836,3408244549,4401189466,6054849885,5439422031,6974960345,8414360656,8709165249,9496684701,9510219299,7745231660,8071480541,9669759987,11456728401,11968699006,11914040905
Madagascar,GDP,MDG,673081724.1,699161943.9,739286906.9,759345863,802482182.9,833563472.2,900264583.7,956436931.1,1031669636,1056391055,1111859570,1199507630,1341590682,1653062347,1917508190,2283049233,2181844194,2358930406,2669755116,3463565881,5201818349,4759333970,4784977349,4686457013,3905938481,3802557895,4347989799,3212900561,3189456961,3175638333,3931334871,3254713056,3714967007,4063298919,3522226903,3838101052,4931861239,4262965282,4401967499,4277903780,4629247091,5438332738,5351701534,6372498720,5064732716,5859269849,6395712392,8524620739,10725137478,9616879921,9982711030,11551821062,11578978053,12423557907,12522959157,11323023787,11848615018,13176313233,13614412551,14191911512,13720634105
Maldives,GDP,MDV,,,,,,,,,,,,,,,,,,,,,42463576.16,44781456.95,47935843.79,57829787.23,109503546.1,127154929.6,141902097.9,141268980.5,168610478.4,189535398.2,215089005.2,244468292.7,284853358.6,322326642.3,355884383.1,398988955,450382328,508223602.4,540096397.6,589239753.6,624337145.3,870179738.6,897031250,1052121055,1226829563,1163362438,1575200391,1868383461,2271646188,2345294875,2588176055,2774351760,2886170572,3295011382,3697351597,4109447297,4379115588,4754352304,5299773144,5642179170,4030203167
Middle East & North Africa,GDP,MEA,,,,,,,,,44460879242,49468617828,55739741809,66050336723,80072065194,108163149031,201600901953,223226135626,281755700618,326893805429,349156222610,456784990644,591580667587,611097674306,610209847566,617853543848,629372797296,642251107912,651334689124,588239980284,573790678207,592957075142,783737688403,539779690100,584920583885,589847866569,610069065227,687789558078,774527938793,813178425513,790759093339,861284349567,967888107397,958372488262,949818518085,1055803319282,1246420990207,1500044699999,1755765799337,2081598734376,2602633419814,2324940826902,2712568578540,3214219948011,3504776229359,3477530948491,3492401973685,3070020609913,3083559414724,3201453794583,3320223155751,3361817138405,3036299108268
Mexico,GDP,MEX,13040000000,14160000000,15200000000,16960000000,20080000000,21840000000,24320000000,26560000000,29360000000,32480000000,35520000000,39200000000,45200000000,55280000000,72000000000,88000000000,89025974026,81814159292,102500000000,134561403509,205139086957,263959336735,184609157801,156159198585,184261495828,195219789801,134550096437,147540738282,181611549976,221400669714,261253582806,313142768453,363157598242,500736065605,527813238126,360073909244,410975595310,500413483109,526502129378,600232874043,707906744575,756706300590,772106378935,729336319677,782240601985,877476221382,975387131716,1052696282279,1109989063587,900045350649,1057801295584,1180489601958,1201089987015,1274443084717,1315351183525,1171867608198,1078490651625,1158913035796,1222348807283,1268870527160,1076163316175
Marshall Islands,GDP,MHL,,,,,,,,,,,,,,,,,,,,,,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,110705600,112279400,114326300,115347500,122824000,131738200,131398500,132440200,136559500,141515800,148346700,151898900,149769600,160407100,172188500,180436300,184840400,182142800,183814300,201510900,213204100,221588900,239462200,
Middle income,GDP,MIC,322125506385,308137575553,319694266053,341273686639,389730745046,428821888044,443074971269,455975749438,481774912586,538945116280,592198127590,637343787739,714010802148,905394439327,1151589550523,1271966913452,1374352702957,1542515163373,1672613019332,1994226135742,2346435466492,2653176657535,2619280057102,2533456427664,2574634599866,2715798197856,2813108504829,2893751921434,3107014265650,3227981323261,3683404794632,3741549024411,3717002592026,3970397845047,4328897059660,4843533635793,5300410946559,5607094872421,5438327609040,5314703129512,5795021107068,5854743134261,6000979292472,6766264566448,8036346846289,9575812124829,11377996579820,14100981841116,16882628091407,16457153182934,19986264663724,23754894612896,25315251676060,26852248108123,27750785274437,26333244714730,26516584318676,29153757737688,30917603112935,31709624259849,30433091189388
